                                                                                                                                                                                          2 Apr 2025 21:05:16
Place-Raisting-Receiver-DLRx-To-Satellite-CommSat-Transmitter-DLTx:  Link Budget


      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
-----------------------    ----------    ---------------------    ----------------------    ----------------------    ----------    ------------    ---------------    --------    ----------    ------------
1 May 2024 06:27:40.095        23.010                 1.500031                  -141.813               -116.835574     17.000000      103.786055          32000.000     28.7346       31.7449    1.000000e-30
1 May 2024 06:28:40.000        23.010                 1.500031                  -140.563               -115.585066     17.000000      105.036563          32000.000     29.9851       32.9954    1.000000e-30
1 May 2024 06:29:40.000        23.010                 1.500029                  -139.154               -114.176780     17.000000      106.444849          32000.000     31.3933       34.4036    1.000000e-30
1 May 2024 06:30:40.000        23.010                 1.500027                  -137.591               -112.613687     17.000000      108.007942          32000.000     32.9564       35.9667    1.000000e-30
1 May 2024 06:31:40.000        23.010                 1.500022                  -135.943               -110.965693     17.000000      109.655936          32000.000     34.6044       37.6147    1.000000e-30
1 May 2024 06:32:40.000        23.010                 1.500014                  -134.468               -109.490010     17.000000      111.131619          32000.000     36.0801       39.0904    1.000000e-30
1 May 2024 06:33:40.000        23.010                 1.500002                  -133.713               -108.735174     17.000000      111.886456          32000.000     36.8350       39.8453    1.000000e-30
1 May 2024 06:34:40.000        23.010                 1.499989                  -134.139               -109.161437     17.000000      111.460193          32000.000     36.4087       39.4190    1.000000e-30
1 May 2024 06:35:40.000        23.010                 1.499980                  -135.469               -110.491071     17.000000      110.130558          32000.000     35.0791       38.0894    1.000000e-30
1 May 2024 06:36:40.000        23.010                 1.499974                  -137.105               -112.127318     17.000000      108.494311          32000.000     33.4428       36.4531    1.000000e-30
1 May 2024 06:37:40.000        23.010                 1.499971                  -138.705               -113.727985     17.000000      106.893644          32000.000     31.8421       34.8524    1.000000e-30
1 May 2024 06:38:40.000        23.010                 1.499970                  -140.161               -115.183612     17.000000      105.438017          32000.000     30.3865       33.3968    1.000000e-30
1 May 2024 06:39:40.000        23.010                 1.499969                  -141.458               -116.480344     17.000000      104.141285          32000.000     29.0898       32.1001    1.000000e-30
1 May 2024 06:39:44.895        23.010                 1.499969                  -141.557               -116.579507     17.000000      104.042122          32000.000     28.9906       32.0009    1.000000e-30

      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
-----------------------    ----------    ---------------------    ----------------------    ----------------------    ----------    ------------    ---------------    --------    ----------    ------------
1 May 2024 08:01:48.813        23.010                 1.500001                  -151.495               -126.517100     17.000000       94.104529          32000.000     19.0530       22.0633    1.000000e-30
1 May 2024 08:02:48.000        23.010                 1.500000                  -151.483               -126.505331     17.000000       94.116298          32000.000     19.0648       22.0751    1.000000e-30
1 May 2024 08:03:48.000        23.010                 1.499999                  -151.483               -126.505979     17.000000       94.115650          32000.000     19.0642       22.0745    1.000000e-30
1 May 2024 08:04:48.000        23.010                 1.499998                  -151.496               -126.518880     17.000000       94.102749          32000.000     19.0512       22.0615    1.000000e-30
1 May 2024 08:05:48.000        23.010                 1.499998                  -151.521               -126.543435     17.000000       94.078194          32000.000     19.0267       22.0370    1.000000e-30
1 May 2024 08:06:48.000        23.010                 1.499997                  -151.557               -126.579082     17.000000       94.042547          32000.000     18.9910       22.0013    1.000000e-30
1 May 2024 08:07:48.000        23.010                 1.499996                  -151.603               -126.625190     17.000000       93.996439          32000.000     18.9449       21.9552    1.000000e-30
1 May 2024 08:08:48.000        23.010                 1.499995                  -151.659               -126.681074     17.000000       93.940555          32000.000     18.8891       21.8994    1.000000e-30
1 May 2024 08:09:48.000        23.010                 1.499994                  -151.724               -126.746017     17.000000       93.875613          32000.000     18.8241       21.8344    1.000000e-30
1 May 2024 08:10:48.000        23.010                 1.499994                  -151.797               -126.819276     17.000000       93.802353          32000.000     18.7509       21.7612    1.000000e-30
1 May 2024 08:11:48.000        23.010                 1.499993                  -151.878               -126.900106     17.000000       93.721523          32000.000     18.6700       21.6803    1.000000e-30
1 May 2024 08:12:48.000        23.010                 1.499992                  -151.965               -126.987765     17.000000       93.633864          32000.000     18.5824       21.5927    1.000000e-30
1 May 2024 08:13:48.000        23.010                 1.499992                  -152.059               -127.081528     17.000000       93.540101          32000.000     18.4886       21.4989    1.000000e-30
1 May 2024 08:14:48.000        23.010                 1.499991                  -152.158               -127.180695     17.000000       93.440935          32000.000     18.3894       21.3997    1.000000e-30
1 May 2024 08:15:48.000        23.010                 1.499991                  -152.262               -127.284594     17.000000       93.337035          32000.000     18.2855       21.2958    1.000000e-30
1 May 2024 08:16:48.000        23.010                 1.499990                  -152.370               -127.392592     17.000000       93.229037          32000.000     18.1775       21.1878    1.000000e-30
1 May 2024 08:17:48.000        23.010                 1.499990                  -152.482               -127.504095     17.000000       93.117534          32000.000     18.0660       21.0763    1.000000e-30
1 May 2024 08:18:48.000        23.010                 1.499989                  -152.596               -127.618549     17.000000       93.003080          32000.000     17.9516       20.9619    1.000000e-30
1 May 2024 08:19:48.000        23.010                 1.499989                  -152.713               -127.735443     17.000000       92.886186          32000.000     17.8347       20.8450    1.000000e-30
1 May 2024 08:20:48.000        23.010                 1.499989                  -152.832               -127.854307     17.000000       92.767322          32000.000     17.7158       20.7261    1.000000e-30
1 May 2024 08:21:48.000        23.010                 1.499988                  -152.952               -127.974713     17.000000       92.646916          32000.000     17.5954       20.6057    1.000000e-30
1 May 2024 08:22:48.000        23.010                 1.499988                  -153.074               -128.096272     17.000000       92.525357          32000.000     17.4739       20.4842    1.000000e-30
1 May 2024 08:23:48.000        23.010                 1.499988                  -153.196               -128.218634     17.000000       92.402995          32000.000     17.3515       20.3618    1.000000e-30
1 May 2024 08:24:48.000        23.010                 1.499988                  -153.319               -128.341482     17.000000       92.280147          32000.000     17.2286       20.2389    1.000000e-30
1 May 2024 08:25:48.000        23.010                 1.499988                  -153.442               -128.464536     17.000000       92.157093          32000.000     17.1056       20.1159    1.000000e-30
1 May 2024 08:26:48.000        23.010                 1.499987                  -153.565               -128.587544     17.000000       92.034085          32000.000     16.9826       19.9929    1.000000e-30
1 May 2024 08:27:48.000        23.010                 1.499987                  -153.688               -128.710284     17.000000       91.911345          32000.000     16.8598       19.8701    1.000000e-30
1 May 2024 08:28:48.000        23.010                 1.499987                  -153.810               -128.832560     17.000000       91.789069          32000.000     16.7376       19.7479    1.000000e-30
1 May 2024 08:29:48.000        23.010                 1.499987                  -153.932               -128.954200     17.000000       91.667429          32000.000     16.6159       19.6262    1.000000e-30
1 May 2024 08:30:48.000        23.010                 1.499987                  -154.053               -129.075054     17.000000       91.546575          32000.000     16.4951       19.5054    1.000000e-30
1 May 2024 08:31:48.000        23.010                 1.499987                  -154.173               -129.194991     17.000000       91.426638          32000.000     16.3751       19.3854    1.000000e-30
1 May 2024 08:32:48.000        23.010                 1.499987                  -154.291               -129.313899     17.000000       91.307730          32000.000     16.2562       19.2665    1.000000e-30
1 May 2024 08:33:48.000        23.010                 1.499987                  -154.409               -129.431680     17.000000       91.189949          32000.000     16.1384       19.1487    1.000000e-30
1 May 2024 08:34:48.000        23.010                 1.499987                  -154.526               -129.548252     17.000000       91.073377          32000.000     16.0219       19.0322    1.000000e-30
1 May 2024 08:35:48.000        23.010                 1.499987                  -154.641               -129.663546     17.000000       90.958083          32000.000     15.9066       18.9169    1.000000e-30
1 May 2024 08:36:48.000        23.010                 1.499987                  -154.755               -129.777504     17.000000       90.844125          32000.000     15.7926       18.8029    1.000000e-30
1 May 2024 08:37:48.000        23.010                 1.499987                  -154.868               -129.890077     17.000000       90.731552          32000.000     15.6801       18.6904    1.000000e-30
1 May 2024 08:38:48.000        23.010                 1.499987                  -154.979               -130.001226     17.000000       90.620403          32000.000     15.5689       18.5792    1.000000e-30
1 May 2024 08:39:48.000        23.010                 1.499987                  -155.088               -130.110922     17.000000       90.510707          32000.000     15.4592       18.4695    1.000000e-30
1 May 2024 08:40:48.000        23.010                 1.499987                  -155.197               -130.219139     17.000000       90.402490          32000.000     15.3510       18.3613    1.000000e-30
1 May 2024 08:41:48.000        23.010                 1.499987                  -155.303               -130.325861     17.000000       90.295768          32000.000     15.2443       18.2546    1.000000e-30
1 May 2024 08:42:48.000        23.010                 1.499987                  -155.409               -130.431076     17.000000       90.190553          32000.000     15.1391       18.1494    1.509336e-30
1 May 2024 08:43:48.000        23.010                 1.499987                  -155.512               -130.534775     17.000000       90.086854          32000.000     15.0354       18.0457    7.129610e-30
1 May 2024 08:44:48.000        23.010                 1.499987                  -155.614               -130.636957     17.000000       89.984672          32000.000     14.9332       17.9435    3.177089e-29
1 May 2024 08:45:48.000        23.010                 1.499987                  -155.715               -130.737622     17.000000       89.884007          32000.000     14.8325       17.8428    1.338792e-28
1 May 2024 08:46:48.000        23.010                 1.499987                  -155.814               -130.836774     17.000000       89.784855          32000.000     14.7334       17.7437    5.347165e-28
1 May 2024 08:47:48.000        23.010                 1.499987                  -155.912               -130.934420     17.000000       89.687209          32000.000     14.6357       17.6460    2.028779e-27
1 May 2024 08:48:48.000        23.010                 1.499987                  -156.008               -131.030568     17.000000       89.591061          32000.000     14.5396       17.5499    7.328029e-27
1 May 2024 08:49:48.000        23.010                 1.499987                  -156.103               -131.125231     17.000000       89.496398          32000.000     14.4449       17.4552    2.525150e-26
1 May 2024 08:50:48.000        23.010                 1.499987                  -156.196               -131.218421     17.000000       89.403209          32000.000     14.3517       17.3620    8.317761e-26
1 May 2024 08:51:48.000        23.010                 1.499987                  -156.288               -131.310152     17.000000       89.311477          32000.000     14.2600       17.2703    2.624106e-25
1 May 2024 08:52:48.000        23.010                 1.499987                  -156.378               -131.400440     17.000000       89.221189          32000.000     14.1697       17.1800    7.943541e-25
1 May 2024 08:53:48.000        23.010                 1.499987                  -156.467               -131.489303     17.000000       89.132326          32000.000     14.0808       17.0911    2.311388e-24
1 May 2024 08:54:48.000        23.010                 1.499987                  -156.554               -131.576758     17.000000       89.044871          32000.000     13.9934       17.0037    6.475788e-24
1 May 2024 08:55:48.000        23.010                 1.499987                  -156.640               -131.662823     17.000000       88.958806          32000.000     13.9073       16.9176    1.749748e-23
1 May 2024 08:56:48.000        23.010                 1.499988                  -156.725               -131.747517     17.000000       88.874112          32000.000     13.8226       16.8329    4.566599e-23
1 May 2024 08:57:48.000        23.010                 1.499988                  -156.808               -131.830861     17.000000       88.790768          32000.000     13.7393       16.7496    1.152882e-22
1 May 2024 08:58:48.000        23.010                 1.499988                  -156.890               -131.912872     17.000000       88.708757          32000.000     13.6573       16.6676    2.819442e-22
1 May 2024 08:59:48.000        23.010                 1.499988                  -156.971               -131.993573     17.000000       88.628056          32000.000     13.5766       16.5869    6.688216e-22
1 May 2024 09:00:48.000        23.010                 1.499988                  -157.050               -132.072982     17.000000       88.548647          32000.000     13.4971       16.5074    1.540928e-21
1 May 2024 09:01:48.000        23.010                 1.499988                  -157.129               -132.151120     17.000000       88.470509          32000.000     13.4190       16.4293    3.452303e-21
1 May 2024 09:02:48.000        23.010                 1.499988                  -157.206               -132.228008     17.000000       88.393621          32000.000     13.3421       16.3524    7.530005e-21
1 May 2024 09:03:48.000        23.010                 1.499988                  -157.281               -132.303665     17.000000       88.317964          32000.000     13.2665       16.2768    1.600747e-20
1 May 2024 09:04:48.000        23.010                 1.499988                  -157.356               -132.378112     17.000000       88.243517          32000.000     13.1920       16.2023    3.320088e-20
1 May 2024 09:05:48.000        23.010                 1.499988                  -157.429               -132.451368     17.000000       88.170261          32000.000     13.1188       16.1291    6.725322e-20
1 May 2024 09:06:48.000        23.010                 1.499988                  -157.501               -132.523454     17.000000       88.098175          32000.000     13.0467       16.0570    1.331771e-19
1 May 2024 09:07:48.000        23.010                 1.499989                  -157.572               -132.594389     17.000000       88.027240          32000.000     12.9757       15.9860    2.580452e-19
1 May 2024 09:08:48.000        23.010                 1.499989                  -157.642               -132.664193     17.000000       87.957436          32000.000     12.9059       15.9162    4.896547e-19
1 May 2024 09:09:48.000        23.010                 1.499989                  -157.710               -132.732884     17.000000       87.888745          32000.000     12.8372       15.8475    9.106934e-19
1 May 2024 09:10:48.000        23.010                 1.499989                  -157.778               -132.800482     17.000000       87.821147          32000.000     12.7696       15.7799    1.661446e-18
1 May 2024 09:11:48.000        23.010                 1.499989                  -157.845               -132.867005     17.000000       87.754624          32000.000     12.7031       15.7134    2.975496e-18
1 May 2024 09:12:48.000        23.010                 1.499989                  -157.910               -132.932472     17.000000       87.689157          32000.000     12.6377       15.6480    5.234848e-18
1 May 2024 09:13:48.000        23.010                 1.499989                  -157.974               -132.996900     17.000000       87.624729          32000.000     12.5732       15.5835    9.053527e-18
1 May 2024 09:14:48.000        23.010                 1.499989                  -158.038               -133.060307     17.000000       87.561322          32000.000     12.5098       15.5201    1.540227e-17
1 May 2024 09:15:48.000        23.010                 1.499989                  -158.100               -133.122710     17.000000       87.498919          32000.000     12.4474       15.4577    2.579144e-17
1 May 2024 09:16:48.000        23.010                 1.499989                  -158.162               -133.184127     17.000000       87.437502          32000.000     12.3860       15.3963    4.253528e-17
1 May 2024 09:17:48.000        23.010                 1.499989                  -158.222               -133.244574     17.000000       87.377055          32000.000     12.3256       15.3359    6.912771e-17
1 May 2024 09:18:48.000        23.010                 1.499990                  -158.282               -133.304067     17.000000       87.317562          32000.000     12.2661       15.2764    1.107695e-16
1 May 2024 09:19:48.000        23.010                 1.499990                  -158.340               -133.362623     17.000000       87.259006          32000.000     12.2075       15.2178    1.750966e-16
1 May 2024 09:20:48.000        23.010                 1.499990                  -158.398               -133.420257     17.000000       87.201372          32000.000     12.1499       15.1602    2.731745e-16
1 May 2024 09:21:48.000        23.010                 1.499990                  -158.454               -133.476984     17.000000       87.144645          32000.000     12.0931       15.1034    4.208355e-16
1 May 2024 09:22:48.000        23.010                 1.499990                  -158.510               -133.532820     17.000000       87.088809          32000.000     12.0373       15.0476    6.404582e-16
1 May 2024 09:23:48.000        23.010                 1.499990                  -158.565               -133.587779     17.000000       87.033850          32000.000     11.9824       14.9927    9.633026e-16
1 May 2024 09:24:48.000        23.010                 1.499990                  -158.619               -133.641876     17.000000       86.979753          32000.000     11.9283       14.9386    1.432543e-15
1 May 2024 09:25:48.000        23.010                 1.499990                  -158.673               -133.695124     17.000000       86.926505          32000.000     11.8750       14.8853    2.107156e-15
1 May 2024 09:26:48.000        23.010                 1.499990                  -158.725               -133.747538     17.000000       86.874092          32000.000     11.8226       14.8329    3.066861e-15
1 May 2024 09:27:48.000        23.010                 1.499990                  -158.777               -133.799130     17.000000       86.822499          32000.000     11.7710       14.7813    4.418315e-15
1 May 2024 09:28:48.000        23.010                 1.499990                  -158.827               -133.849914     17.000000       86.771715          32000.000     11.7202       14.7305    6.302816e-15
1 May 2024 09:29:48.000        23.010                 1.499991                  -158.877               -133.899903     17.000000       86.721726          32000.000     11.6702       14.6805    8.905779e-15
1 May 2024 09:30:48.000        23.010                 1.499991                  -158.927               -133.949109     17.000000       86.672520          32000.000     11.6210       14.6313    1.246827e-14
1 May 2024 09:31:48.000        23.010                 1.499991                  -158.975               -133.997544     17.000000       86.624085          32000.000     11.5726       14.5829    1.730093e-14
1 May 2024 09:32:48.000        23.010                 1.499991                  -159.023               -134.045221     17.000000       86.576408          32000.000     11.5249       14.5352    2.380060e-14
1 May 2024 09:33:48.000        23.010                 1.499991                  -159.070               -134.092151     17.000000       86.529478          32000.000     11.4780       14.4883    3.247005e-14
1 May 2024 09:34:48.000        23.010                 1.499991                  -159.116               -134.138345     17.000000       86.483284          32000.000     11.4318       14.4421    4.394109e-14
1 May 2024 09:35:48.000        23.010                 1.499991                  -159.161               -134.183815     17.000000       86.437814          32000.000     11.3863       14.3966    5.900146e-14
1 May 2024 09:36:48.000        23.010                 1.499991                  -159.206               -134.228571     17.000000       86.393058          32000.000     11.3416       14.3519    7.862591e-14
1 May 2024 09:37:48.000        23.010                 1.499991                  -159.250               -134.272625     17.000000       86.349004          32000.000     11.2975       14.3078    1.040117e-13
1 May 2024 09:38:48.000        23.010                 1.499991                  -159.293               -134.315985     17.000000       86.305644          32000.000     11.2541       14.2644    1.366188e-13
1 May 2024 09:39:48.000        23.010                 1.499992                  -159.336               -134.358663     17.000000       86.262966          32000.000     11.2115       14.2218    1.782155e-13
1 May 2024 09:40:48.000        23.010                 1.499992                  -159.378               -134.400668     17.000000       86.220961          32000.000     11.1695       14.1798    2.309285e-13
1 May 2024 09:41:48.000        23.010                 1.499992                  -159.420               -134.442011     17.000000       86.179619          32000.000     11.1281       14.1384    2.972992e-13
1 May 2024 09:42:48.000        23.010                 1.499992                  -159.460               -134.482699     17.000000       86.138930          32000.000     11.0874       14.0977    3.803452e-13
1 May 2024 09:43:48.000        23.010                 1.499992                  -159.500               -134.522743     17.000000       86.098886          32000.000     11.0474       14.0577    4.836271e-13
1 May 2024 09:44:48.000        23.010                 1.499992                  -159.540               -134.562151     17.000000       86.059478          32000.000     11.0080       14.0183    6.113206e-13
1 May 2024 09:45:48.000        23.010                 1.499992                  -159.578               -134.600933     17.000000       86.020697          32000.000     10.9692       13.9795    7.682941e-13
1 May 2024 09:46:48.000        23.010                 1.499992                  -159.617               -134.639096     17.000000       85.982533          32000.000     10.9310       13.9413    9.601908e-13
1 May 2024 09:47:48.000        23.010                 1.499992                  -159.654               -134.676649     17.000000       85.944980          32000.000     10.8935       13.9038    1.193515e-12
1 May 2024 09:48:48.000        23.010                 1.499992                  -159.691               -134.713600     17.000000       85.908029          32000.000     10.8565       13.8668    1.475723e-12
1 May 2024 09:49:48.000        23.010                 1.499992                  -159.727               -134.749957     17.000000       85.871672          32000.000     10.8202       13.8305    1.815314e-12
1 May 2024 09:50:48.000        23.010                 1.499993                  -159.763               -134.785728     17.000000       85.835901          32000.000     10.7844       13.7947    2.221929e-12
1 May 2024 09:51:48.000        23.010                 1.499993                  -159.798               -134.820920     17.000000       85.800709          32000.000     10.7492       13.7595    2.706444e-12
1 May 2024 09:52:48.000        23.010                 1.499993                  -159.833               -134.855540     17.000000       85.766089          32000.000     10.7146       13.7249    3.281067e-12
1 May 2024 09:53:48.000        23.010                 1.499993                  -159.867               -134.889597     17.000000       85.732032          32000.000     10.6805       13.6908    3.959433e-12
1 May 2024 09:54:48.000        23.010                 1.499993                  -159.901               -134.923096     17.000000       85.698533          32000.000     10.6470       13.6573    4.756698e-12
1 May 2024 09:55:48.000        23.010                 1.499993                  -159.934               -134.956045     17.000000       85.665584          32000.000     10.6141       13.6244    5.689624e-12
1 May 2024 09:56:48.000        23.010                 1.499993                  -159.966               -134.988450     17.000000       85.633179          32000.000     10.5817       13.5920    6.776662e-12
1 May 2024 09:57:48.000        23.010                 1.499993                  -159.998               -135.020318     17.000000       85.601311          32000.000     10.5498       13.5601    8.038029e-12
1 May 2024 09:58:48.000        23.010                 1.499993                  -160.029               -135.051655     17.000000       85.569974          32000.000     10.5185       13.5288    9.495773e-12
1 May 2024 09:59:48.000        23.010                 1.499993                  -160.060               -135.082467     17.000000       85.539162          32000.000     10.4877       13.4980    1.117383e-11
1 May 2024 10:00:48.000        23.010                 1.499993                  -160.090               -135.112761     17.000000       85.508868          32000.000     10.4574       13.4677    1.309805e-11
1 May 2024 10:01:48.000        23.010                 1.499994                  -160.120               -135.142542     17.000000       85.479087          32000.000     10.4276       13.4379    1.529626e-11
1 May 2024 10:02:48.000        23.010                 1.499994                  -160.149               -135.171816     17.000000       85.449814          32000.000     10.3983       13.4086    1.779823e-11
1 May 2024 10:03:48.000        23.010                 1.499994                  -160.178               -135.200588     17.000000       85.421041          32000.000     10.3695       13.3798    2.063573e-11
1 May 2024 10:04:48.000        23.010                 1.499994                  -160.206               -135.228864     17.000000       85.392765          32000.000     10.3413       13.3516    2.384244e-11
1 May 2024 10:05:48.000        23.010                 1.499994                  -160.234               -135.256650     17.000000       85.364979          32000.000     10.3135       13.3238    2.745394e-11
1 May 2024 10:06:48.000        23.010                 1.499994                  -160.261               -135.283951     17.000000       85.337678          32000.000     10.2862       13.2965    3.150765e-11
1 May 2024 10:07:48.000        23.010                 1.499994                  -160.288               -135.310771     17.000000       85.310858          32000.000     10.2594       13.2697    3.604272e-11
1 May 2024 10:08:48.000        23.010                 1.499994                  -160.315               -135.337115     17.000000       85.284514          32000.000     10.2330       13.2433    4.109993e-11
1 May 2024 10:09:48.000        23.010                 1.499994                  -160.340               -135.362989     17.000000       85.258640          32000.000     10.2071       13.2174    4.672157e-11
1 May 2024 10:10:48.000        23.010                 1.499994                  -160.366               -135.388397     17.000000       85.233232          32000.000     10.1817       13.1920    5.295125e-11
1 May 2024 10:11:48.000        23.010                 1.499994                  -160.391               -135.413344     17.000000       85.208285          32000.000     10.1568       13.1671    5.983373e-11
1 May 2024 10:12:48.000        23.010                 1.499995                  -160.415               -135.437834     17.000000       85.183795          32000.000     10.1323       13.1426    6.741470e-11
1 May 2024 10:13:48.000        23.010                 1.499995                  -160.439               -135.461871     17.000000       85.159758          32000.000     10.1083       13.1186    7.574059e-11
1 May 2024 10:14:48.000        23.010                 1.499995                  -160.463               -135.485460     17.000000       85.136169          32000.000     10.0847       13.0950    8.485823e-11
1 May 2024 10:15:48.000        23.010                 1.499995                  -160.486               -135.508605     17.000000       85.113024          32000.000     10.0615       13.0718    9.481466e-11
1 May 2024 10:16:48.000        23.010                 1.499995                  -160.509               -135.531309     17.000000       85.090320          32000.000     10.0388       13.0491    1.056568e-10
1 May 2024 10:17:48.000        23.010                 1.499995                  -160.531               -135.553577     17.000000       85.068052          32000.000     10.0166       13.0269    1.174310e-10
1 May 2024 10:18:48.000        23.010                 1.499995                  -160.553               -135.575413     17.000000       85.046216          32000.000      9.9947       13.0050    1.301830e-10
1 May 2024 10:19:48.000        23.010                 1.499995                  -160.574               -135.596820     17.000000       85.024809          32000.000      9.9733       12.9836    1.439572e-10
1 May 2024 10:20:48.000        23.010                 1.499995                  -160.595               -135.617802     17.000000       85.003827          32000.000      9.9523       12.9626    1.587968e-10
1 May 2024 10:21:48.000        23.010                 1.499995                  -160.616               -135.638363     17.000000       84.983266          32000.000      9.9318       12.9421    1.747426e-10
1 May 2024 10:22:48.000        23.010                 1.499995                  -160.636               -135.658505     17.000000       84.963124          32000.000      9.9116       12.9219    1.918336e-10
1 May 2024 10:23:48.000        23.010                 1.499995                  -160.656               -135.678232     17.000000       84.943397          32000.000      9.8919       12.9022    2.101059e-10
1 May 2024 10:24:48.000        23.010                 1.499996                  -160.675               -135.697548     17.000000       84.924081          32000.000      9.8726       12.8829    2.295925e-10
1 May 2024 10:25:48.000        23.010                 1.499996                  -160.694               -135.716455     17.000000       84.905174          32000.000      9.8537       12.8640    2.503230e-10
1 May 2024 10:26:48.000        23.010                 1.499996                  -160.712               -135.734957     17.000000       84.886672          32000.000      9.8352       12.8455    2.723231e-10
1 May 2024 10:27:48.000        23.010                 1.499996                  -160.731               -135.753056     17.000000       84.868573          32000.000      9.8171       12.8274    2.956143e-10
1 May 2024 10:28:48.000        23.010                 1.499996                  -160.748               -135.770756     17.000000       84.850873          32000.000      9.7994       12.8097    3.202133e-10
1 May 2024 10:29:48.000        23.010                 1.499996                  -160.766               -135.788059     17.000000       84.833571          32000.000      9.7821       12.7924    3.461321e-10
1 May 2024 10:30:48.000        23.010                 1.499996                  -160.782               -135.804967     17.000000       84.816662          32000.000      9.7652       12.7755    3.733772e-10
1 May 2024 10:31:48.000        23.010                 1.499996                  -160.799               -135.821485     17.000000       84.800144          32000.000      9.7486       12.7589    4.019494e-10
1 May 2024 10:32:48.000        23.010                 1.499996                  -160.815               -135.837613     17.000000       84.784016          32000.000      9.7325       12.7428    4.318435e-10
1 May 2024 10:33:48.000        23.010                 1.499996                  -160.831               -135.853355     17.000000       84.768274          32000.000      9.7168       12.7271    4.630484e-10
1 May 2024 10:34:48.000        23.010                 1.499996                  -160.846               -135.868714     17.000000       84.752916          32000.000      9.7014       12.7117    4.955461e-10
1 May 2024 10:35:48.000        23.010                 1.499996                  -160.861               -135.883690     17.000000       84.737939          32000.000      9.6864       12.6967    5.293123e-10
1 May 2024 10:36:48.000        23.010                 1.499997                  -160.876               -135.898287     17.000000       84.723342          32000.000      9.6718       12.6821    5.643156e-10
1 May 2024 10:37:48.000        23.010                 1.499997                  -160.890               -135.912507     17.000000       84.709122          32000.000      9.6576       12.6679    6.005178e-10
1 May 2024 10:38:48.000        23.010                 1.499997                  -160.904               -135.926352     17.000000       84.695277          32000.000      9.6438       12.6541    6.378735e-10
1 May 2024 10:39:48.000        23.010                 1.499997                  -160.917               -135.939823     17.000000       84.681806          32000.000      9.6303       12.6406    6.763302e-10
1 May 2024 10:40:48.000        23.010                 1.499997                  -160.930               -135.952924     17.000000       84.668705          32000.000      9.6172       12.6275    7.158284e-10
1 May 2024 10:41:48.000        23.010                 1.499997                  -160.943               -135.965655     17.000000       84.655974          32000.000      9.6045       12.6148    7.563015e-10
1 May 2024 10:42:48.000        23.010                 1.499997                  -160.956               -135.978019     17.000000       84.643610          32000.000      9.5921       12.6024    7.976757e-10
1 May 2024 10:43:48.000        23.010                 1.499997                  -160.968               -135.990018     17.000000       84.631612          32000.000      9.5801       12.5904    8.398705e-10
1 May 2024 10:44:48.000        23.010                 1.499997                  -160.979               -136.001652     17.000000       84.619977          32000.000      9.5685       12.5788    8.827988e-10
1 May 2024 10:45:48.000        23.010                 1.499997                  -160.990               -136.012924     17.000000       84.608705          32000.000      9.5572       12.5675    9.263669e-10
1 May 2024 10:46:48.000        23.010                 1.499997                  -161.001               -136.023835     17.000000       84.597794          32000.000      9.5463       12.5566    9.704750e-10
1 May 2024 10:47:48.000        23.010                 1.499997                  -161.012               -136.034387     17.000000       84.587242          32000.000      9.5357       12.5460    1.015017e-09
1 May 2024 10:48:48.000        23.010                 1.499998                  -161.022               -136.044581     17.000000       84.577048          32000.000      9.5255       12.5358    1.059883e-09
1 May 2024 10:49:48.000        23.010                 1.499998                  -161.032               -136.054419     17.000000       84.567210          32000.000      9.5157       12.5260    1.104955e-09
1 May 2024 10:50:48.000        23.010                 1.499998                  -161.041               -136.063901     17.000000       84.557728          32000.000      9.5062       12.5165    1.150113e-09
1 May 2024 10:51:48.000        23.010                 1.499998                  -161.051               -136.073030     17.000000       84.548599          32000.000      9.4971       12.5074    1.195232e-09
1 May 2024 10:52:48.000        23.010                 1.499997                  -161.061               -136.083767     17.000000       84.537862          32000.000      9.4864       12.4967    1.250444e-09
1 May 2024 10:53:48.000        23.010                 1.499997                  -161.073               -136.095506     17.000000       84.526123          32000.000      9.4746       12.4849    1.313573e-09
1 May 2024 10:54:48.000        23.010                 1.499997                  -161.085               -136.107273     17.000000       84.514356          32000.000      9.4629       12.4732    1.379866e-09
1 May 2024 10:55:48.000        23.010                 1.499997                  -161.097               -136.119065     17.000000       84.502564          32000.000      9.4511       12.4614    1.449471e-09
1 May 2024 10:56:48.000        23.010                 1.499997                  -161.108               -136.130882     17.000000       84.490748          32000.000      9.4392       12.4495    1.522541e-09
1 May 2024 10:57:48.000        23.010                 1.499997                  -161.120               -136.142721     17.000000       84.478909          32000.000      9.4274       12.4377    1.599237e-09
1 May 2024 10:58:48.000        23.010                 1.499997                  -161.132               -136.154581     17.000000       84.467048          32000.000      9.4155       12.4258    1.679725e-09
1 May 2024 10:59:48.000        23.010                 1.499997                  -161.144               -136.166461     17.000000       84.455168          32000.000      9.4037       12.4140    1.764180e-09
